term,term_type,stockcode,stockname,primary,secondary,same_as,related_to,subclasses,superclasses,has_members,is_a,short,long
600008.SH,code,600008.SH,首创股份,环保,污水处理,,环保/污水/公用事业/节能环保/美丽中国/雄安/雄安新区/MSCI,null,null,null,环保/环保行业/污水处理,null,null
