2012/12/31,1,0,24,10,0.416667,0.066225
2012/12/31,1,1,8,4,0.5,0.02649
2012/12/31,1,2,2,1,0.5,0.006623
2012/12/31,1,3,5,2,0.4,0.013245
2016/12/31,1,3,2,1,0.5,0.00565
2013/12/31,1,0,3,2,0.666667,0.011765
2013/12/31,1,1,5,2,0.4,0.011765
2013/12/31,1,2,2,1,0.5,0.005882
2013/12/31,1,3,143,40,0.27972,0.235294
2016/12/31,1,0,5,2,0.4,0.011299
2016/12/31,1,1,36,18,0.5,0.101695
2016/12/31,1,2,77,28,0.363636,0.158192
