stock_code,cap,close,listdays,surplus_sum,np_parcomsh_chg,profi_style,ipo_lessoneyear,is_div_stock
002505.SZ,164480000.0,15.22,215.0,4.120041307514592,0.5495249822501103,1,1,0
002506.SZ,527200000.0,16.56,215.0,5.067263221415023,0.5316950204282623,1,1,0
002507.SZ,155000000.0,15.3,212.0,4.540320225548387,0.28915214322549454,0,1,0
002508.SZ,256000000.0,15.2,212.0,4.64915037890625,0.3105615271001269,0,1,0
002509.SZ,100000000.0,23.0,212.0,5.8771199211,0.555231963806933,1,1,1
002510.SZ,205760000.0,14.47,210.0,5.439748823435069,0.16919527169608226,0,1,0
002512.SZ,212389199.99999997,13.79,204.0,3.280060311635432,0.33974237771335014,0,1,0
002514.SZ,68000000.0,23.95,204.0,6.371695231617647,0.10790682913667984,0,1,0
002515.SZ,95550000.0,24.75,204.0,7.473382125588696,0.10861791514399602,0,1,0
002517.SZ,88400000.0,17.3,202.0,5.726639116742081,0.23005369200399284,0,1,1
002519.SZ,140800000.0,15.44,202.0,6.25303648778409,0.17788836081790277,0,1,0
002520.SZ,96000000.0,32.06,199.0,6.650081874270834,1.06374811847634,1,1,0
002522.SZ,170672000.0,18.99,199.0,5.16898653821365,0.734192632338632,1,1,0
002526.SZ,267000000.0,23.2,194.0,5.944938444382022,0.14183857947448544,0,1,1
002527.SZ,200000000.0,17.65,189.0,5.11829235805,0.5279752864683293,0,1,0
002529.SZ,160000000.0,15.4,189.0,5.353032843124999,0.515883593859988,1,1,0
002530.SZ,134000000.0,16.3,184.0,3.327432376791045,0.4535028571301501,0,1,1
002531.SZ,205750000.0,16.41,184.0,6.878150022891859,0.2137093327251497,0,1,0
002533.SZ,280000000.0,11.59,184.0,4.706976846642857,0.114041225205224,0,1,0
002535.SZ,409600000.0,15.7,178.0,3.2354589888427734,0.35713402497376856,0,1,0
002538.SZ,148000000.0,21.4,173.0,8.358338799527028,0.8696150929526847,1,1,1
002541.SZ,134000000.0,35.08,173.0,13.13040284261194,0.4045827952594904,1,1,1
002542.SZ,100200000.0,21.4,165.0,6.255772041816368,0.1985606919490634,0,1,1
002543.SZ,200000000.0,23.09,165.0,9.591373770050001,0.22332296078866,0,1,0
002544.SZ,171920000.0,14.04,165.0,4.279840279897627,0.2560472637367315,0,1,0
002549.SZ,120000000.0,29.08,155.0,4.966987733083333,1.0325881985604737,1,1,0
002551.SZ,123000000.0,25.61,150.0,8.553081481300813,0.16984707387033876,0,1,0
002554.SZ,202500000.0,16.22,150.0,4.4727035866666665,0.5596704948865718,1,1,0
002555.SZ,134000000.0,13.75,147.0,4.68510946238806,0.12343169471867652,0,1,0
002556.SZ,239200000.0,19.48,147.0,6.875819450543478,0.11396037346626696,0,1,1
002558.SZ,59500000.0,25.15,147.0,8.639209699159665,0.11791223288444866,0,1,0
002559.SZ,88000000.0,29.6,146.0,11.789938334204544,0.27893108047362974,0,1,0
002560.SZ,103332800.0,16.6,146.0,7.040887577806854,0.3726310880758004,0,1,0
002561.SZ,415763000.0,14.43,146.0,2.668616926542285,0.30050596354777215,0,1,0
002563.SZ,670000000.0,50.47,140.0,9.95907579597015,0.2617410506667245,0,1,0
002566.SZ,110317200.0,33.4,135.0,12.252397535107852,0.1528344170288495,0,1,1
002567.SZ,138000000.0,20.82,130.0,9.490970668768117,0.6101156844012764,1,1,1
002568.SZ,80000000.0,24.1,130.0,6.44903014475,0.10532634120495328,0,1,0
002569.SZ,93340000.0,15.09,120.0,5.003577040711377,0.2382478772887381,0,1,0
002574.SZ,240000000.0,24.59,112.0,10.484578459041668,0.17266531300783336,0,1,0
002576.SZ,127000000.0,15.4,108.0,5.8058441730708665,0.22177306552269505,0,1,0
002578.SZ,171800000.0,12.63,108.0,4.18286849121071,0.21031342467607697,0,1,0
002583.SZ,278000000.0,22.6,88.0,5.223141558345324,0.8269645152645354,1,1,0
002584.SZ,200000000.0,13.01,84.0,3.89870861205,0.20248503060029463,0,1,0
002585.SZ,208000000.0,45.81,84.0,16.48200487620192,0.7905648553160497,1,1,1
002586.SZ,107000000.0,23.0,84.0,5.541514002897195,0.4548158356612283,0,1,0
002587.SZ,84000000.0,16.95,79.0,4.850282179761905,0.23355823742316484,0,1,0
002588.SZ,130000000.0,33.5,79.0,14.378890857461538,0.7037311909368189,1,1,0
002589.SZ,93800000.0,25.98,79.0,7.380304571535181,0.31958444713640183,0,1,0
002593.SZ,212000000.0,11.67,67.0,4.533376243396226,0.6173572240451896,1,1,0
002595.SZ,200000000.0,24.3,67.0,8.598184582050001,0.17645126483641216,0,1,0
002597.SZ,133500000.0,28.74,60.0,10.241551574007492,0.7908520858746242,1,1,0
002598.SZ,156000000.0,13.47,60.0,3.1331735433974357,0.3146396679869163,0,1,1
002601.SZ,94000000.0,82.45,54.0,20.094471023617025,1.863312038644864,1,1,1
002603.SZ,425000000.0,38.3,45.0,7.336785929082353,0.43098143481507106,0,1,0
002607.SZ,88000000.0,29.7,36.0,7.882779273863637,0.41467095027254114,0,1,1
002610.SZ,200000000.0,19.21,33.0,5.7547593675,1.3324303481812645,1,1,0
002611.SZ,136000000.0,16.1,22.0,4.053020077941176,0.7012874708013407,1,1,0
002612.SZ,200000000.0,36.16,22.0,9.3824009193,0.7847390691965862,1,1,0
002613.SZ,267000000.0,13.66,22.0,4.286988281460674,0.37802261284153954,0,1,0
002614.SZ,120000000.0,36.56,14.0,15.531610176,0.10771977513524732,0,1,1
002615.SZ,91200000.0,16.18,14.0,4.930744841666666,0.10458114430435528,0,1,0
002616.SZ,148000000.0,15.79,8.0,5.8446748930405406,0.37379083924782475,0,1,0
002620.SZ,80000000.0,27.52,1.0,9.1188560825,0.23714248108285077,0,1,0
002621.SZ,100000000.0,22.69,1.0,8.339256616,0.1697005515070642,0,1,0
300002.SZ,379200000.0,27.12,470.0,6.218127775501054,0.16897028170023343,0,0,0
300003.SZ,812000000.0,16.51,470.0,1.7468957253325124,0.1917511110426352,0,0,0
300004.SZ,188000000.0,27.3,470.0,3.2275619487234044,0.15890029985854787,0,0,0
300005.SZ,268000000.0,16.84,470.0,1.053847108619403,0.7655473835192222,1,0,0
300006.SZ,183000000.0,20.89,470.0,2.344046345956284,1.0320042536854286,1,0,0
300007.SZ,118000000.0,13.88,470.0,3.5776592172033905,0.32862769791063,0,0,0
300008.SZ,145656000.0,16.36,470.0,2.4987623011753723,0.2512732008661879,0,0,0
300009.SZ,189000000.0,11.52,470.0,1.783074578941799,0.1722999808242378,0,0,0
300010.SZ,236587500.0,11.9,470.0,1.7002546034765151,0.3062913916820213,0,0,0
300011.SZ,105632000.0,18.89,470.0,6.4429709375,0.5315315095679988,0,0,0
300012.SZ,183982500.0,17.25,470.0,3.079238432677021,0.19130181711136568,0,0,0
300014.SZ,198000000.0,15.0,470.0,2.237019206818182,0.7021889269355358,1,0,0
300017.SZ,154214286.0,12.31,470.0,3.916909018014062,0.475516319576109,0,0,0
300019.SZ,102000000.0,14.52,470.0,3.33879316372549,0.11783305414101794,0,0,0
300020.SZ,240000000.0,13.35,470.0,1.7362281465833336,0.2718763722116797,0,0,0
300024.SZ,297660000.0,20.92,470.0,2.718237401498354,0.4514476186305861,0,0,0
300026.SZ,151026000.0,25.13,470.0,5.133817180551693,0.24902155860376135,0,0,0
300027.SZ,604800000.0,15.23,470.0,1.6243892992559523,0.2031876163232852,0,0,0
300029.SZ,200000000.0,19.38,430.0,5.2340035049,0.4865204365376772,1,0,0
300030.SZ,148000000.0,10.65,430.0,3.1228197420945945,0.41619750952465034,0,0,0
300034.SZ,211988154.0,15.67,430.0,3.1440312506329957,0.36171052369535106,0,0,0
300037.SZ,107000000.0,36.66,421.0,8.814890355700935,0.4628902142476463,0,0,0
300039.SZ,263040000.0,23.7,421.0,3.93475256211983,0.3298108920425466,0,0,0
300043.SZ,158400000.0,17.12,413.0,3.690859601704545,0.4894746417120032,1,0,0
300045.SZ,134000000.0,20.2,413.0,4.116612243059701,0.2529962145588821,0,0,1
300046.SZ,142080000.0,17.28,413.0,4.9949571358389635,0.22592225370869687,0,0,0
300048.SZ,246128000.0,18.33,413.0,4.752000448222064,0.3583706247256429,0,0,0
300049.SZ,125060000.0,13.33,413.0,4.54497733495922,0.11538237175779562,0,0,0
300054.SZ,90000000.0,33.18,397.0,5.673979576111111,0.2340089022263285,0,0,0
300055.SZ,228800000.0,30.65,391.0,6.13766275354021,0.15744095831352717,0,0,0
300056.SZ,52496000.0,23.26,391.0,6.028125379266992,0.2959793386715143,0,0,0
300059.SZ,210000000.0,19.62,376.0,6.982104596619047,0.5260805324948239,1,0,0
300062.SZ,154000000.0,11.57,376.0,3.3794506635714283,0.5591897924741158,1,0,0
300064.SZ,304000000.0,18.06,371.0,3.0217683059539477,0.8072337718233934,1,0,1
300070.SZ,323400000.0,37.2,354.0,8.245913968089054,0.2862243501268559,0,0,0
300071.SZ,103510544.0,11.2,354.0,3.2486789563196576,0.10755348051982833,0,0,0
300072.SZ,194540000.0,15.8,350.0,4.689847650508893,0.43841976231154334,0,0,1
300074.SZ,100000000.0,22.78,350.0,6.9885841628,0.2525544377583209,0,0,0
300075.SZ,84000000.0,22.6,350.0,9.232684931309523,0.1506612780579001,0,0,0
300078.SZ,167500000.0,16.96,347.0,5.825399581134329,0.16684695886817086,0,0,0
300079.SZ,224000000.0,21.29,347.0,8.922493138392857,0.31502904151183797,0,0,0
300080.SZ,280000000.0,18.6,311.0,6.1006023574285715,0.22211415142604415,0,0,0
300082.SZ,259200000.0,20.69,334.0,9.71445996084105,0.34099852715072915,0,0,0
300084.SZ,128000000.0,10.25,334.0,3.8545700905468743,0.3939163338954777,0,0,0
300088.SZ,251000000.0,15.98,330.0,4.00800317438247,0.6595746843819009,1,0,0
300089.SZ,100000000.0,14.06,311.0,6.7637036296,0.1495969858684817,0,0,0
300091.SZ,209000000.0,12.37,311.0,3.0029021534449765,0.1562835505803555,0,0,0
300096.SZ,172000000.0,12.77,288.0,2.246662725116279,1.426979785782744,1,0,0
300099.SZ,103350000.0,30.88,281.0,5.400528943686503,0.5725548753795386,1,0,0
300100.SZ,140250000.0,15.85,281.0,5.045849737611408,0.2245685634199836,0,0,0
300102.SZ,295000000.0,23.22,277.0,4.7765973147457625,0.37450628567392286,0,0,0
300104.SZ,220000000.0,22.1,277.0,3.5957347245,0.7298505328696064,1,0,0
300105.SZ,158400000.0,49.63,271.0,8.863702600631314,0.4716161562121301,0,0,0
300109.SZ,72000000.0,18.61,268.0,3.8079304723611114,0.12500369343182674,0,0,0
300110.SZ,213600000.0,12.58,268.0,4.447669207397004,0.16030073470343997,0,0,0
300113.SZ,132000000.0,19.73,266.0,4.465054731742424,0.43781026125555017,0,0,0
300114.SZ,120000000.0,18.83,266.0,5.056344332499999,0.28219577295451603,0,0,0
300115.SZ,172000000.0,31.8,262.0,6.456610555813954,0.8027800362721058,1,0,0
300119.SZ,148296000.0,21.06,251.0,8.195837012461563,0.3703759693455864,0,0,0
300123.SZ,139105521.0,17.52,247.0,4.781211956641174,0.29214283103819727,0,0,0
300124.SZ,216000000.0,70.15,247.0,10.216339021296296,0.7012933398355408,1,0,0
300126.SZ,151560000.0,12.58,241.0,5.192781232317234,0.46288421620500575,0,1,0
300127.SZ,161573180.0,23.93,241.0,5.073284585721466,1.7170534678846712,1,1,0
300128.SZ,200000000.0,15.24,241.0,4.761712157250001,0.33345015693201774,0,1,0
300136.SZ,133340000.0,21.98,224.0,3.932720624718764,0.5973612486616163,1,1,0
300137.SZ,156000000.0,13.99,224.0,4.496311910576924,0.12406929191071948,0,1,0
300138.SZ,89785436.00000001,25.34,224.0,9.553708194389118,0.19265310121174437,0,1,1
300139.SZ,54800000.0,53.32,219.0,18.694378154014597,0.27037097596921433,0,1,1
300142.SZ,150000000.0,54.8,219.0,16.605082090133333,0.32135797440892416,0,1,0
300143.SZ,147400000.0,20.17,200.0,4.183303411940298,0.6451538501346026,1,1,0
300144.SZ,369600000.0,19.85,200.0,6.231214248349567,0.3263746196107014,0,1,0
300145.SZ,144000000.0,16.12,200.0,5.626783376875,0.424897029498945,0,1,0
300146.SZ,109360000.0,67.97,196.0,14.704397897585956,1.0318748063458123,1,1,1
300147.SZ,246000000.0,11.68,196.0,4.567462358455286,0.2028793909666414,0,1,0
300148.SZ,97500000.0,14.49,196.0,4.308273792102565,0.11030399940091534,0,1,0
300150.SZ,135000000.0,20.91,191.0,9.131043541037037,0.356796788652816,0,1,0
300154.SZ,223500000.0,11.4,186.0,4.754843747651007,0.20304967043093172,0,1,0
300157.SZ,177760000.0,41.0,180.0,7.878662188456346,0.4109490748835604,0,1,0
300158.SZ,144000000.0,27.39,180.0,11.499626068541666,0.32180000013042154,0,1,1
300159.SZ,90200000.0,30.25,180.0,8.673892275388027,0.33145024480959656,0,1,1
300160.SZ,93400000.0,28.9,176.0,9.788937942291222,0.891955542665872,1,1,1
300163.SZ,79000000.0,21.7,176.0,7.014347964303798,0.43967149579051307,1,1,0
300164.SZ,79200000.0,29.93,176.0,12.978815475757578,0.4210150888459858,0,1,1
300166.SZ,40500000.0,45.9,168.0,14.92337124839506,0.4288672321547118,0,1,1
300168.SZ,120000000.0,22.65,168.0,7.878503763916667,0.20599163619820748,0,1,0
300169.SZ,140250000.0,23.86,168.0,5.699379552156863,0.2743292155245143,0,1,1
300170.SZ,168007774.0,17.35,163.0,5.097896437577941,0.5212681803167589,1,1,0
300171.SZ,160000000.0,43.0,163.0,11.3868651115,0.3650928550596224,0,1,0
300174.SZ,68000000.0,22.04,163.0,6.143295903382352,0.5260106945102359,0,1,1
300181.SZ,80000000.0,21.55,153.0,7.398408826125,0.2714335790672711,0,1,0
300182.SZ,112000000.0,35.98,153.0,7.381716361071429,0.5917646001428344,1,1,0
300183.SZ,100000000.0,47.26,153.0,11.8228937604,1.3286149560029326,1,1,1
300184.SZ,66700000.0,17.0,153.0,5.791081033133435,0.12608154476535327,0,1,0
300188.SZ,53500000.0,35.12,137.0,10.933279941121496,0.3079824194449083,0,1,1
300192.SZ,73500000.0,15.96,133.0,6.538034316326531,0.15937952667926247,0,1,0
300193.SZ,221500000.0,17.48,133.0,7.3981461829796835,0.2511371290834056,0,1,0
300196.SZ,120000000.0,17.25,128.0,5.5703660495000005,0.3053380905652579,0,1,0
300199.SZ,100000000.0,35.4,123.0,8.4608105574,0.6642395579710421,1,1,1
300202.SZ,84800000.0,26.5,117.0,6.432243838325471,0.48224179307244475,0,1,1
300203.SZ,445000000.0,14.76,117.0,2.4342424304044945,0.1853019233149908,0,1,0
300204.SZ,66700000.0,44.8,117.0,14.83223413328336,0.5270883905743944,1,1,1
300207.SZ,188000000.0,17.47,113.0,5.07011328569149,0.2907125251226094,0,1,0
300208.SZ,70000000.0,20.08,110.0,7.6954858884285695,0.4521529727388709,0,1,1
300209.SZ,80000000.0,24.23,110.0,9.351240778374999,0.10069225631047188,0,1,1
300210.SZ,74850000.0,27.18,110.0,6.752297416566465,0.5131521855474397,1,1,0
300212.SZ,67000000.0,35.88,104.0,8.38408184238806,0.8674801830752455,1,1,1
300214.SZ,135000000.0,22.5,100.0,6.709346693407408,0.23534556574372484,0,1,0
300216.SZ,67000000.0,38.3,100.0,9.061909468955225,0.15066570776103533,0,1,1
300217.SZ,89880000.0,31.2,95.0,9.201842756564307,0.5499312758643193,1,1,1
300219.SZ,122733000.0,18.56,95.0,4.747732416546487,0.1073117846570988,0,1,1
300221.SZ,100000000.0,15.72,90.0,5.5848534108,0.19090095321008127,0,1,1
300224.SZ,160000000.0,34.75,86.0,6.804388143125,1.102808436599635,1,1,0
300226.SZ,40000000.0,26.94,81.0,6.83181530025,0.36284614260596665,0,1,1
300228.SZ,67000000.0,37.85,81.0,8.080902951641791,0.5591103739451684,1,1,1
300230.SZ,89736000.0,16.28,76.0,4.073748343251315,0.24332662862909185,0,1,0
300231.SZ,40000000.0,29.27,76.0,5.87309186075,0.14398808585628775,0,1,1
300234.SZ,80000000.0,18.01,71.0,3.5385787042500003,0.4473402249760584,0,1,0
300238.SZ,61100000.0,46.63,61.0,5.766057365466448,0.20932642635067156,0,1,1
300239.SZ,75980000.0,20.3,61.0,2.7686777886285867,0.1227359282294172,0,1,1
300240.SZ,107000000.0,19.73,61.0,6.201335728130841,0.15495228358637103,0,1,0
300243.SZ,53500000.0,26.35,57.0,5.219430589906542,0.11764707688293333,0,1,0
300244.SZ,51100000.0,43.3,52.0,7.854852633463797,0.3642111251964248,0,1,0
300245.SZ,67000000.0,25.9,52.0,6.026436098208956,0.3445294964688451,0,1,1
300248.SZ,44600000.0,30.52,44.0,8.783319039013453,0.3191744668037381,0,1,1
300249.SZ,78400000.0,21.39,41.0,4.696968008928571,0.3982737242254536,0,1,0
300251.SZ,109600000.0,61.89,41.0,14.621706173448906,0.5764261181649225,1,1,1
300252.SZ,108000000.0,18.28,30.0,4.901124794629629,0.11197628909965486,0,1,0
300253.SZ,53500000.0,28.99,30.0,7.612191532336448,0.5313297783007768,1,1,1
