stock_code,cap,close,listdays,surplus_sum,np_parcomsh_chg,profi_style,ipo_lessoneyear,is_div_stock
603311.SH,210000000.0,24.09,339.0,2.1011065850952386,0.4524421538838052,0,0,0
603328.SH,498453200.0,28.21,553.0,8.354395491271799,0.2641870528669541,0,0,1
603338.SH,162500000.0,46.0,375.0,5.38308378516923,0.33557426960163106,0,0,0
603355.SH,401000000.0,42.17,342.0,6.013636249775561,0.3576143341060037,0,0,0
603368.SH,142348044.0,77.98,447.0,20.769181548781944,0.4543252702504106,0,0,0
603369.SH,1254500000.0,13.23,551.0,2.566698482805899,0.12176123902127614,0,0,0
603519.SH,160000000.0,28.85,379.0,3.1681455825625,0.10513827403955377,0,0,0
603520.SH,120000000.0,46.85,141.0,5.635053939416666,0.25214245365065513,0,1,0
603558.SH,370500000.0,22.56,411.0,3.9259943807287447,0.1908379186639726,0,0,0
603566.SH,320000000.0,24.9,339.0,3.51694128775,0.3330789252224099,0,0,0
603567.SH,849160000.0,20.45,354.0,3.90683950824344,0.2881892377899558,0,0,0
603568.SH,680700000.0,26.73,331.0,1.7122690449243427,0.1421513451057985,0,0,0
603588.SH,330923000.0,31.56,430.0,5.013847674655434,0.7143941132571208,0,0,1
603589.SH,600000000.0,29.89,310.0,5.950004666816667,0.3221154943540083,0,0,0
603600.SH,100000000.0,51.95,413.0,4.8762367711,0.15195393990063966,0,0,1
603608.SH,280000000.0,22.37,155.0,4.341951135714286,0.1272014638237532,0,1,0
603609.SH,831176469.0000001,14.45,525.0,2.4591536932574063,0.4390066702943344,0,0,0
603611.SH,160000000.0,31.1,410.0,4.9466363630000005,0.550041285955099,0,0,0
603618.SH,686878907.9999999,13.95,396.0,2.2278581337512846,0.29500478434030203,0,0,0
603678.SH,181066380.0,76.48,412.0,11.536315474744676,0.30877250133433237,0,0,1
603686.SH,272350000.0,34.7,412.0,3.390918948375252,0.21920944997172387,0,0,0
603701.SH,78400000.0,61.97,118.0,5.772271971556123,0.1858283523325466,0,1,0
603778.SH,200000000.0,26.89,184.0,3.5677177789499996,0.4552589750548649,0,1,1
603788.SH,140970000.0,41.87,416.0,4.811463428318081,0.36004601736019887,0,0,0
603799.SH,535190000.0,27.42,409.0,3.4946815453203532,1.3873999868962978,0,0,0
603806.SH,402000000.0,46.65,505.0,10.441400327537313,0.480006166269328,0,0,0
603818.SH,484120000.0,20.31,356.0,1.74815388302487,0.5964186077863066,0,0,0
603866.SH,450126000.0,42.28,191.0,3.3248941966249452,0.3034227856329042,0,1,0
603869.SH,298781257.0,33.01,374.0,7.345006356908125,0.20263588044357553,1,0,0
603883.SH,267000000.0,50.32,355.0,7.14808950187266,0.26933104820660053,0,0,0
603885.SH,1283581055.0,25.84,332.0,4.954196323753002,0.30066412943723986,0,0,0
603889.SH,324620000.0,14.16,428.0,2.672636534840737,0.2494642577513289,0,0,0
603898.SH,299900000.0,35.33,396.0,2.7975935488829613,0.4583313176244724,0,0,0
603899.SH,920000000.0,18.11,411.0,1.5350884004782608,0.21494311685272324,0,0,0
603901.SH,400000000.0,15.1,330.0,1.196133671325,0.20236519950009813,0,0,0
603939.SH,362694658.0,33.29,396.0,6.985939876291202,0.2722708651982183,0,0,0
603959.SH,224000000.0,29.13,94.0,2.6657260283928568,0.3843798647962461,0,1,0
603968.SH,204480000.0,25.81,339.0,4.6069302582648675,0.1620347828695883,0,0,0
603989.SH,300000000.0,34.92,340.0,4.726286477966666,0.35216904004012245,0,0,0
603997.SH,420000000.0,18.6,392.0,2.4686541675,0.3708651900650936,0,0,0
